filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,ExtracellularBackground
GTY027 36C 13 02 m-35.csv,Mito 34,35,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.36,1437.74,919.45,5297882,132.54,NA,NA,NA,NA,NA,23.45,56.52,1.93,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 02 m-50.csv,ROIs 1,1,323.81,569,1540,777.87,212000000,68.37,211,2829,493.15,134000000,249.04,293.99,13249.98,770.27,209000000,185.59,1e-6,21294.05,527.11,143000000,903.19,NA,NA,NA,GTY027 36C 13,ROIs,Object,5,NA,652.34
GTY027 36C 13 02 m-50.csv,Mito 8,9,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.6,10668.99,1001.9,1492827.5,680.05,NA,NA,NA,NA,NA,24.21,50.83,2.26,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 02 m-50.csv,Mito 9,10,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.85,1273.27,947.44,101376.13,118.86,NA,NA,NA,NA,NA,24.71,54.06,1.25,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 02 m-50.csv,Mito 12,13,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.66,1230.58,1016.8,380283.53,95.07,NA,NA,NA,NA,NA,24.3,52.69,1.88,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 02 m-50.csv,Mito 24,25,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.36,1504.39,905.2,8194808.5,134.49,NA,NA,NA,NA,NA,23.13,56.17,1.81,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 02 m-50.csv,Mito 29,30,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.28,903.1,694.25,10413.68,89.1,NA,NA,NA,NA,NA,24.96,56.06,4.64,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-25.csv,ROIs 1,1,279.15,579,2003,810.18,190000000,70.97,252,3191,704.69,165000000,356.31,370.72,17072.71,814.74,191000000,228.14,0.0376,19639.74,770.11,181000000,1212.94,NA,NA,NA,GTY027 36C 13,ROIs,Object,8,NA,652.34
GTY027 36C 13 03 m-25.csv,Mito 6,7,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.24,1070.66,973.3,20439.38,65.41,NA,NA,NA,NA,NA,82.21,45.04,0.871,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-25.csv,Mito 7,8,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825.58,1203.31,1013.06,117514.53,71.54,NA,NA,NA,NA,NA,81.88,45.67,1.24,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-25.csv,Mito 26,27,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.78,1175.4,1005.67,16090.75,104.14,NA,NA,NA,NA,NA,79.32,42.93,1.35,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-25.csv,Mito 27,28,0.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866.16,1140.37,980.71,18633.46,71.91,NA,NA,NA,NA,NA,79.01,43.33,1.33,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-25.csv,Mito 32,33,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.95,2370.8,973.73,1455722.63,197.74,NA,NA,NA,NA,NA,81.55,43.84,2.67,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-25.csv,Mito 48,49,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.64,1299.35,909.46,638438.63,139.48,NA,NA,NA,NA,NA,80.84,45.12,2.66,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-25.csv,Mito 49,50,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.43,1625.74,980.07,2791240.25,143.23,NA,NA,NA,NA,NA,80.14,41.93,2.07,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-25.csv,Mito 50,51,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.75,14687.9,1077.46,7319163,553.14,NA,NA,NA,NA,NA,77.37,41.67,2.41,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-35.csv,ROIs 1,1,279.15,579,2003,810.18,190000000,70.97,252,3191,704.69,165000000,356.31,370.72,17072.71,814.74,191000000,228.14,0.0376,19639.74,770.11,181000000,1212.94,NA,NA,NA,GTY027 36C 13,ROIs,Object,6,NA,652.34
GTY027 36C 13 03 m-35.csv,Mito 4,5,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754.31,1203.31,992.26,195475.42,87.35,NA,NA,NA,NA,NA,81.93,45.51,1.15,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-35.csv,Mito 14,15,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931.86,1043.37,1002.33,10023.31,32.12,NA,NA,NA,NA,NA,79.08,42.68,1.02,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-35.csv,Mito 21,22,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.95,2370.8,968.18,1734976.38,196.81,NA,NA,NA,NA,NA,81.55,43.84,2.66,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-35.csv,Mito 39,40,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.64,1385.26,911.6,735663.88,144.63,NA,NA,NA,NA,NA,80.85,45.11,2.67,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-35.csv,Mito 40,41,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.43,1625.74,974.45,3325809,141.75,NA,NA,NA,NA,NA,80.13,41.93,2.04,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-35.csv,Mito 41,42,9.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.75,14687.9,1056.77,8392868,532.14,NA,NA,NA,NA,NA,77.38,41.69,2.45,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-50.csv,ROIs 1,1,279.15,579,2003,810.18,190000000,70.97,252,3191,704.69,165000000,356.31,370.72,17072.71,814.74,191000000,228.14,0.0376,19639.74,770.11,181000000,1212.94,NA,NA,NA,GTY027 36C 13,ROIs,Object,4,NA,652.34
GTY027 36C 13 03 m-50.csv,Mito 5,6,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745.36,1414.36,1000.73,351254.78,107.09,NA,NA,NA,NA,NA,81.94,45.44,1.2,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-50.csv,Mito 15,16,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.95,2370.8,958.35,2304822.75,194.25,NA,NA,NA,NA,NA,81.53,43.83,2.66,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-50.csv,Mito 26,27,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.64,1388.01,905.08,943995.5,148.91,NA,NA,NA,NA,NA,80.84,45.09,2.71,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 03 m-50.csv,Mito 27,28,18.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.75,14687.9,993.2,15617129,409.36,NA,NA,NA,NA,NA,78.21,41.79,2.46,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,ROIs 1,1,224.74,558,1356,774.98,146000000,62.34,225,1680,390.68,73739280,112.91,346.17,11043.63,782.29,148000000,195.38,35.06,14534.29,419.19,79121856,549.97,NA,NA,NA,GTY027 36C 13,ROIs,Object,9,NA,652.34
GTY027 36C 13 05 m-25.csv,Mito 10,11,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802.8,1218.32,985.4,89671.56,102.82,NA,NA,NA,NA,NA,65.63,19.58,1.41,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,Mito 11,12,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.81,1358.23,1006.83,160086.67,123.61,NA,NA,NA,NA,NA,65.74,21.05,1.33,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,Mito 12,13,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.78,1082.61,916.83,16502.92,82.76,NA,NA,NA,NA,NA,66.64,20.72,1.02,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,Mito 13,14,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.19,1101.33,996.77,14951.61,82.17,NA,NA,NA,NA,NA,68.64,20.83,1.06,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,Mito 14,15,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.24,913,787.29,14171.23,70.4,NA,NA,NA,NA,NA,68.31,21.26,1,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,Mito 15,16,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834.16,1759.08,1075.61,188231.72,135.09,NA,NA,NA,NA,NA,67.86,22.09,1.75,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,Mito 21,22,0.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.06,1507.81,980.6,821744.13,158.46,NA,NA,NA,NA,NA,67.18,18.85,2.42,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,Mito 34,35,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.59,1471.19,959.64,97883.63,194.29,NA,NA,NA,NA,NA,65.23,23.35,2.14,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-25.csv,Mito 36,37,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.46,1628.13,1045.06,1361710.5,164.98,NA,NA,NA,NA,NA,66.51,24.86,2.28,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-35.csv,ROIs 1,1,224.74,558,1356,774.98,146000000,62.34,225,1680,390.68,73739280,112.91,346.17,11043.63,782.29,148000000,195.38,35.06,14534.29,419.19,79121856,549.97,NA,NA,NA,GTY027 36C 13,ROIs,Object,7,NA,652.34
GTY027 36C 13 05 m-35.csv,Mito 5,6,0.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.81,1358.23,1003.04,339026.91,118.6,NA,NA,NA,NA,NA,65.69,20.48,1.34,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-35.csv,Mito 6,7,0.0393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.78,1082.61,911.63,30083.78,74.64,NA,NA,NA,NA,NA,66.64,20.72,1.02,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-35.csv,Mito 7,8,0.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.24,1165.37,894.41,63502.8,119.64,NA,NA,NA,NA,NA,68.45,21.08,1.04,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-35.csv,Mito 8,9,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.56,1854.79,1073.25,224310.12,148.85,NA,NA,NA,NA,NA,67.87,22.08,1.75,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-35.csv,Mito 16,17,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.73,1507.81,974.31,973334,164.16,NA,NA,NA,NA,NA,67.21,18.86,2.43,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-35.csv,Mito 24,25,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.59,1524.24,962.68,113596.4,211.3,NA,NA,NA,NA,NA,65.23,23.34,2.15,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-35.csv,Mito 31,32,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.66,1679.65,1038.9,1601986.5,175.79,NA,NA,NA,NA,NA,66.5,24.87,2.3,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-50.csv,ROIs 1,1,224.74,558,1356,774.98,146000000,62.34,225,1680,390.68,73739280,112.91,346.17,11043.63,782.29,148000000,195.38,35.06,14534.29,419.19,79121856,549.97,NA,NA,NA,GTY027 36C 13,ROIs,Object,6,NA,652.34
GTY027 36C 13 05 m-50.csv,Mito 1,2,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.22,1358.23,985.03,516156.31,119.53,NA,NA,NA,NA,NA,65.69,20.47,1.33,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-50.csv,Mito 2,3,0.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.33,1082.61,884.07,71609.55,96.12,NA,NA,NA,NA,NA,66.62,20.71,0.948,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-50.csv,Mito 3,4,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679.42,1854.79,1003.38,432456.5,163.94,NA,NA,NA,NA,NA,68.07,21.73,1.5,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-50.csv,Mito 10,11,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.93,1507.81,953.69,1256004.75,173.3,NA,NA,NA,NA,NA,67.21,18.86,2.47,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-50.csv,Mito 16,17,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.1,1524.24,934.1,144786.02,213.77,NA,NA,NA,NA,NA,65.23,23.36,2.23,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 13 05 m-50.csv,Mito 20,21,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.25,1679.65,1018.09,2057566.25,183.79,NA,NA,NA,NA,NA,66.49,24.87,2.34,GTY027 36C 13,Mito,Object,NA,1,652.34
GTY027 36C 14 01 m-25.csv,ROIs 1,1,285.88,563,1114,768.47,185000000,66.4,207,3019,436.15,105000000,258.56,383.71,1930.44,763.28,183000000,135.23,1e-6,23142.71,468.86,113000000,924.2,NA,NA,NA,GTY027 36C 14,ROIs,Object,6,NA,664.04
GTY027 36C 14 01 m-25.csv,Mito 5,6,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781.65,1160.3,962.07,99092.98,88.93,NA,NA,NA,NA,NA,57.77,49.02,1.82,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-25.csv,Mito 6,7,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765.46,1227.82,945.18,278828.25,92.24,NA,NA,NA,NA,NA,56.39,50.82,1.81,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-25.csv,Mito 22,23,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.04,999.92,719.98,60478.28,105.22,NA,NA,NA,NA,NA,54.92,47.06,3.06,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-25.csv,Mito 29,30,0.0786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.95,827.57,705.12,46537.78,55.67,NA,NA,NA,NA,NA,55.85,48.39,3.58,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-25.csv,Mito 30,31,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.22,1267.01,851.52,4606723,132.17,NA,NA,NA,NA,NA,58.3,49.83,2.84,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-25.csv,Mito 31,32,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.81,978.39,746.08,90276.27,90.97,NA,NA,NA,NA,NA,56.36,51,3.47,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-35.csv,ROIs 1,1,285.88,563,1114,768.47,185000000,66.4,207,3019,436.15,105000000,258.56,383.71,1930.44,763.28,183000000,135.23,1e-6,23142.71,468.86,113000000,924.2,NA,NA,NA,GTY027 36C 14,ROIs,Object,6,NA,664.04
GTY027 36C 14 01 m-35.csv,Mito 2,3,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754.37,1208.13,960.47,123900.62,94.55,NA,NA,NA,NA,NA,57.78,49.02,1.81,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-35.csv,Mito 4,5,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765.46,1227.82,940.77,332093.38,91.74,NA,NA,NA,NA,NA,56.41,50.83,1.83,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-35.csv,Mito 18,19,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.04,1105.52,723.44,72343.79,112.59,NA,NA,NA,NA,NA,54.92,47.06,3.06,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-35.csv,Mito 24,25,0.0917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.95,877.67,711.16,54759.6,58.1,NA,NA,NA,NA,NA,55.85,48.38,3.58,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-35.csv,Mito 25,26,7.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.22,1267.01,848.99,5116013,133.8,NA,NA,NA,NA,NA,58.29,49.82,2.84,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-35.csv,Mito 28,29,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.81,978.39,744,109367.76,92.33,NA,NA,NA,NA,NA,56.36,51,3.49,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-50.csv,ROIs 1,1,285.88,563,1114,768.47,185000000,66.4,207,3019,436.15,105000000,258.56,383.71,1930.44,763.28,183000000,135.23,1e-6,23142.71,468.86,113000000,924.2,NA,NA,NA,GTY027 36C 14,ROIs,Object,6,NA,664.04
GTY027 36C 14 01 m-50.csv,Mito 2,3,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.19,854.64,809.64,12954.24,28.9,NA,NA,NA,NA,NA,57.44,50.92,0.9,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-50.csv,Mito 5,6,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654.87,1227.82,924.72,471607.94,92.94,NA,NA,NA,NA,NA,56.42,50.83,1.81,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-50.csv,Mito 13,14,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.37,1105.52,715.19,90829.51,114.57,NA,NA,NA,NA,NA,54.92,47.06,3.13,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-50.csv,Mito 22,23,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.9,882.5,708.13,72228.77,64.07,NA,NA,NA,NA,NA,55.84,48.38,3.62,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-50.csv,Mito 23,24,9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.22,1301.22,844.13,6460152,136.78,NA,NA,NA,NA,NA,58.27,49.78,2.86,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 01 m-50.csv,Mito 24,25,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.53,978.39,739.53,139032.27,93.74,NA,NA,NA,NA,NA,56.36,50.99,3.53,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-25.csv,ROIs 1,1,221.34,581,1238,785.79,146000000,66.12,199,1472,336.36,62525779,108.16,383.69,6584.22,792.55,147000000,156.57,19.05,9865.41,357.1,66382528,441.82,NA,NA,NA,GTY027 36C 14,ROIs,Object,3,NA,664.04
GTY027 36C 14 02 m-25.csv,Mito 13,14,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.27,1428.17,898.13,1945360.25,156.96,NA,NA,NA,NA,NA,63.46,31.49,2.95,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-25.csv,Mito 20,21,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.38,1304.92,875.84,132252.36,135.85,NA,NA,NA,NA,NA,64.29,28.53,2.65,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-25.csv,Mito 33,34,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716.23,1092.54,835.93,13374.91,94.77,NA,NA,NA,NA,NA,64.3,30.36,3.6,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-35.csv,ROIs 1,1,221.34,581,1238,785.79,146000000,66.12,199,1472,336.36,62525779,108.16,383.69,6584.22,792.55,147000000,156.57,19.05,9865.41,357.1,66382528,441.82,NA,NA,NA,GTY027 36C 14,ROIs,Object,3,NA,664.04
GTY027 36C 14 02 m-35.csv,Mito 10,11,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.27,1458.9,897.5,2233885.5,156.62,NA,NA,NA,NA,NA,63.46,31.49,2.95,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-35.csv,Mito 17,18,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.38,1311.49,876.91,182396.69,148.91,NA,NA,NA,NA,NA,64.33,28.53,2.66,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-35.csv,Mito 27,28,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.73,1092.54,825.49,18986.29,104.03,NA,NA,NA,NA,NA,64.31,30.36,3.65,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-50.csv,ROIs 1,1,221.34,581,1238,785.79,146000000,66.12,199,1472,336.36,62525779,108.16,383.69,6584.22,792.55,147000000,156.57,19.05,9865.41,357.1,66382528,441.82,NA,NA,NA,GTY027 36C 14,ROIs,Object,3,NA,664.04
GTY027 36C 14 02 m-50.csv,Mito 12,13,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.1,1311.49,885.5,261222.8,155.85,NA,NA,NA,NA,NA,64.33,28.52,2.65,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-50.csv,Mito 20,21,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.11,1458.9,891.31,2906549.25,158.32,NA,NA,NA,NA,NA,63.44,31.48,2.96,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 02 m-50.csv,Mito 21,22,0.0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.78,1260.63,862.74,42274.05,136.51,NA,NA,NA,NA,NA,64.32,30.35,3.62,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-25.csv,ROIs 1,1,305.93,563,1878,767.35,197000000,62.88,203,3483,441.86,114000000,263.77,316.69,28061.94,769.46,198000000,234.44,1e-6,37397.28,472.45,121000000,1003.29,NA,NA,NA,GTY027 36C 14,ROIs,Object,5,NA,664.04
GTY027 36C 14 03 m-25.csv,Mito 1,2,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.61,1204.92,887.95,361397.03,87.89,NA,NA,NA,NA,NA,74.74,15.69,1.76,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-25.csv,Mito 3,4,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.96,1354.8,894.22,3732483.75,159.55,NA,NA,NA,NA,NA,76.16,16.16,2.87,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-25.csv,Mito 4,5,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.41,1190.32,980.07,66644.7,110.42,NA,NA,NA,NA,NA,76.37,20.9,1.66,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-25.csv,Mito 16,17,0.0726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797.3,1219.09,969.38,59132.31,93.76,NA,NA,NA,NA,NA,77.49,18.38,2.35,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-25.csv,Mito 17,18,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.08,1257.86,814.9,1112332,146.34,NA,NA,NA,NA,NA,78.29,19.56,2.87,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-35.csv,ROIs 1,1,305.93,563,1878,767.35,197000000,62.88,203,3483,441.86,114000000,263.77,316.69,28061.94,769.46,198000000,234.44,1e-6,37397.28,472.45,121000000,1003.29,NA,NA,NA,GTY027 36C 14,ROIs,Object,4,NA,664.04
GTY027 36C 14 03 m-35.csv,Mito 1,2,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.61,1204.92,896.61,452790.44,93.78,NA,NA,NA,NA,NA,74.78,15.66,1.68,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-35.csv,Mito 12,13,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743.16,952.6,851.22,8512.15,66.37,NA,NA,NA,NA,NA,75.71,18.21,2.1,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-35.csv,Mito 13,14,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.08,1257.86,830.68,1469464.38,149.75,NA,NA,NA,NA,NA,78.13,19.61,2.76,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-35.csv,Mito 15,16,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.96,1354.8,892.4,4163937,161.68,NA,NA,NA,NA,NA,76.17,16.17,2.86,GTY027 36C 14,Mito,Object,NA,1,664.04
GTY027 36C 14 03 m-50.csv,ROIs 1,1,305.93,563,1878,767.35,197000000,62.88,203,3483,441.86,114000000,263.77,316.69,28061.94,769.46,198000000,234.44,1e-6,37397.28,472.45,121000000,1003.29,NA,NA,NA,GTY027 36C 14,ROIs,Object,3,NA,664.04
