filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Number of contained Mito,Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Compartment ROIs ID,ExtracellularBackground
PSY109 36C 10 04 m-35.csv,15,PSY109 36C 10,Mito 14,Mito,Object,1638,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.84,1234.87,785.58,1286782.5,130.72,NA,66.73,49.45,1.91,1,511
PSY109 36C 10 04 m-35.csv,16,PSY109 36C 10,Mito 15,Mito,Object,1629,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.71,1398.21,753.61,1227638,152.67,NA,71.91,51.97,1.93,1,511
PSY109 36C 10 04 m-35.csv,27,PSY109 36C 10,Mito 26,Mito,Object,11,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.8,678.04,650.84,7159.26,14.47,NA,68.54,49.04,2.4,1,511
PSY109 36C 10 04 m-35.csv,30,PSY109 36C 10,Mito 29,Mito,Object,1756,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.74,1151.57,679.14,1192567.75,131.15,NA,69.16,49.46,2.3,1,511
PSY109 36C 10 04 m-35.csv,31,PSY109 36C 10,Mito 30,Mito,Object,455,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.7,1175.21,719.69,327459.44,150.68,NA,68.22,51.7,3.17,1,511
PSY109 36C 10 04 m-50.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,194859,232.02,237,1719,441.6,86048796,137.61,0.0861,16072.72,474.93,92544112,723.84,226.92,12489.54,582.72,114000000,190.41,5,NA,NA,NA,NA,511
PSY109 36C 10 04 m-50.csv,2,PSY109 36C 10,Mito 1,Mito,Object,11,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.68,630.45,611.13,6722.42,14.16,NA,71.5,51.43,0.3,1,511
PSY109 36C 10 04 m-50.csv,6,PSY109 36C 10,Mito 5,Mito,Object,175,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.7,838.39,689.8,120715.59,58.91,NA,67.73,49,1.13,1,511
PSY109 36C 10 04 m-50.csv,11,PSY109 36C 10,Mito 10,Mito,Object,2075,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.71,1398.21,739.74,1534969.5,147.76,NA,71.91,51.95,1.92,1,511
PSY109 36C 10 04 m-50.csv,19,PSY109 36C 10,Mito 18,Mito,Object,4618,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.97,1234.87,710.3,3280156.75,141.49,NA,68.02,49.46,2.12,1,511
PSY109 36C 10 04 m-50.csv,26,PSY109 36C 10,Mito 25,Mito,Object,566,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.28,1175.21,699.79,396083.69,150.23,NA,68.22,51.69,3.2,1,511
PSY109 36C 10 05 m-25.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,263340,313.56,234,1739,422.28,111000000,124.57,4.21,16856.08,445.43,117000000,661.57,244.6,3666.15,594.78,157000000,131.67,5,NA,NA,NA,NA,511
PSY109 36C 10 05 m-25.csv,3,PSY109 36C 10,Mito 2,Mito,Object,830,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.93,1461.41,818.23,679128.69,196.96,NA,73.92,30.37,1.89,1,511
PSY109 36C 10 05 m-25.csv,9,PSY109 36C 10,Mito 8,Mito,Object,1202,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.56,1147.87,778.73,936030.88,110.41,NA,68.08,31.9,1.25,1,511
PSY109 36C 10 05 m-25.csv,11,PSY109 36C 10,Mito 10,Mito,Object,912,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.29,1408.89,853.5,778395.88,162.61,NA,72.84,32.09,2.06,1,511
PSY109 36C 10 05 m-25.csv,19,PSY109 36C 10,Mito 18,Mito,Object,218,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.83,1218.54,757.54,165143.31,148.83,NA,68.58,28.88,2.09,1,511
PSY109 36C 10 05 m-25.csv,25,PSY109 36C 10,Mito 24,Mito,Object,2310,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.36,1414.41,696.95,1609945,160.12,NA,68.18,30.02,3.12,1,511
PSY109 36C 10 05 m-35.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,263340,313.56,234,1739,422.28,111000000,124.57,4.21,16856.08,445.43,117000000,661.57,244.6,3666.15,594.78,157000000,131.67,6,NA,NA,NA,NA,511
PSY109 36C 10 05 m-35.csv,6,PSY109 36C 10,Mito 5,Mito,Object,1518,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.95,1147.87,775.76,1177604.38,109.19,NA,68.05,31.86,1.26,1,511
PSY109 36C 10 05 m-35.csv,8,PSY109 36C 10,Mito 7,Mito,Object,1076,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.29,1408.89,841.46,905408.88,160.61,NA,72.82,32.08,2.07,1,511
PSY109 36C 10 05 m-35.csv,10,PSY109 36C 10,Mito 9,Mito,Object,256,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.73,1218.54,754.72,193208.55,150.7,NA,68.57,28.88,2.12,1,511
PSY109 36C 10 05 m-35.csv,11,PSY109 36C 10,Mito 10,Mito,Object,983,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.3,1461.41,805.23,791543.25,192.71,NA,73.9,30.37,1.87,1,511
PSY109 36C 10 05 m-35.csv,24,PSY109 36C 10,Mito 23,Mito,Object,2651,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.74,1445.24,693.85,1839397.13,163.21,NA,68.17,30.02,3.12,1,511
PSY109 36C 10 05 m-35.csv,25,PSY109 36C 10,Mito 24,Mito,Object,13,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.81,680.09,595.43,7740.53,43.48,NA,68.83,30.06,2.4,1,511
PSY109 36C 10 05 m-50.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,263340,313.56,234,1739,422.28,111000000,124.57,4.21,16856.08,445.43,117000000,661.57,244.6,3666.15,594.78,157000000,131.67,4,NA,NA,NA,NA,511
PSY109 36C 10 05 m-50.csv,3,PSY109 36C 10,Mito 2,Mito,Object,1258,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.69,1461.41,789.99,993805.75,185.82,NA,73.86,30.37,1.86,1,511
PSY109 36C 10 05 m-50.csv,9,PSY109 36C 10,Mito 8,Mito,Object,1371,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.15,1408.89,821.08,1125698.38,160.27,NA,72.81,32.09,2.09,1,511
PSY109 36C 10 05 m-50.csv,20,PSY109 36C 10,Mito 19,Mito,Object,5923,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.99,1517.95,717.36,4248923,151.86,NA,68.13,30.63,2.39,1,511
PSY109 36C 10 05 m-50.csv,21,PSY109 36C 10,Mito 20,Mito,Object,76,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.81,902.91,700.18,53213.64,90.26,NA,68.76,30.1,2.29,1,511
PSY109 36C 11 01 m-25.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,236355,281.43,218,1536,341.44,80700682,90.19,6.15,13104.93,355.44,84010608,408.67,318.47,3686.94,555.42,131000000,93.77,7,NA,NA,NA,NA,514.75
PSY109 36C 11 01 m-25.csv,2,PSY109 36C 11,Mito 1,Mito,Object,79,0.0941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.91,704.83,604.91,47787.61,36.68,NA,6.39,5.21,1.33,1,514.75
PSY109 36C 11 01 m-25.csv,4,PSY109 36C 11,Mito 3,Mito,Object,243,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.57,788.76,640.18,155562.88,52.42,NA,7.96,3.55,1.53,1,514.75
PSY109 36C 11 01 m-25.csv,5,PSY109 36C 11,Mito 4,Mito,Object,427,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.48,865.89,646.31,275975.97,86.4,NA,4.15,4.11,1.83,1,514.75
PSY109 36C 11 01 m-25.csv,36,PSY109 36C 11,Mito 35,Mito,Object,669,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.43,759.23,601.58,402459.97,62.38,NA,5.55,6.23,2.69,1,514.75
PSY109 36C 11 01 m-25.csv,37,PSY109 36C 11,Mito 36,Mito,Object,38,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628.51,907.87,754.11,28656.17,82.85,NA,7.86,5.97,2.82,1,514.75
PSY109 36C 11 01 m-25.csv,38,PSY109 36C 11,Mito 37,Mito,Object,1061,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.79,866.51,636,674793,75.79,NA,10.44,6.65,2.25,1,514.75
PSY109 36C 11 01 m-25.csv,42,PSY109 36C 11,Mito 41,Mito,Object,71,0.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.64,767.95,587.81,41734.31,69.09,NA,6.03,5.46,3.05,1,514.75
PSY109 36C 11 01 m-35.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,236355,281.43,218,1536,341.44,80700682,90.19,6.15,13104.93,355.44,84010608,408.67,318.47,3686.94,555.42,131000000,93.77,7,NA,NA,NA,NA,514.75
PSY109 36C 11 01 m-35.csv,2,PSY109 36C 11,Mito 1,Mito,Object,105,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.91,704.83,607.03,63738.52,35.29,NA,6.39,5.21,1.34,1,514.75
PSY109 36C 11 01 m-35.csv,4,PSY109 36C 11,Mito 3,Mito,Object,295,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.57,788.76,638.52,188362.59,50.3,NA,7.95,3.55,1.52,1,514.75
PSY109 36C 11 01 m-35.csv,5,PSY109 36C 11,Mito 4,Mito,Object,510,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.48,865.89,642.7,327778.91,83.69,NA,4.15,4.12,1.81,1,514.75
PSY109 36C 11 01 m-35.csv,25,PSY109 36C 11,Mito 24,Mito,Object,51,0.0607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.14,920.21,745.31,38010.99,91.16,NA,7.86,5.97,2.82,1,514.75
PSY109 36C 11 01 m-35.csv,35,PSY109 36C 11,Mito 34,Mito,Object,1250,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.94,866.51,634.26,792829.06,76,NA,10.43,6.65,2.24,1,514.75
PSY109 36C 11 01 m-35.csv,40,PSY109 36C 11,Mito 39,Mito,Object,841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.23,789.47,601.07,505495.97,64.81,NA,5.55,6.24,2.68,1,514.75
PSY109 36C 11 01 m-35.csv,41,PSY109 36C 11,Mito 40,Mito,Object,82,0.0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.06,767.95,583.8,47871.7,70.54,NA,6.04,5.46,3.05,1,514.75
PSY109 36C 11 01 m-50.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,236355,281.43,218,1536,341.44,80700682,90.19,6.15,13104.93,355.44,84010608,408.67,318.47,3686.94,555.42,131000000,93.77,7,NA,NA,NA,NA,514.75
PSY109 36C 11 01 m-50.csv,2,PSY109 36C 11,Mito 1,Mito,Object,389,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.57,788.76,635.92,247373.08,49.03,NA,7.95,3.56,1.5,1,514.75
PSY109 36C 11 01 m-50.csv,3,PSY109 36C 11,Mito 2,Mito,Object,136,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.91,704.83,608.64,82775.19,35.32,NA,6.38,5.21,1.34,1,514.75
PSY109 36C 11 01 m-50.csv,4,PSY109 36C 11,Mito 3,Mito,Object,697,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.96,865.89,635.95,443258.94,80.29,NA,4.15,4.14,1.8,1,514.75
PSY109 36C 11 01 m-50.csv,27,PSY109 36C 11,Mito 26,Mito,Object,74,0.0881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.13,977.24,722.37,53455.11,99.14,NA,7.86,5.97,2.83,1,514.75
PSY109 36C 11 01 m-50.csv,28,PSY109 36C 11,Mito 27,Mito,Object,1594,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.53,866.51,630.77,1005439.94,76.2,NA,10.41,6.65,2.23,1,514.75
PSY109 36C 11 01 m-50.csv,34,PSY109 36C 11,Mito 33,Mito,Object,1168,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.23,803.21,599.4,700093.5,66.24,NA,5.54,6.24,2.68,1,514.75
PSY109 36C 11 01 m-50.csv,35,PSY109 36C 11,Mito 34,Mito,Object,105,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.07,767.95,580.51,60954.06,68.7,NA,6.03,5.46,3.09,1,514.75
PSY109 36C 11 02 m-25.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,226443,269.63,221,1505,362.4,82063831,85.94,1e-6,16306.14,381.05,86286944,556.13,327.49,6230.37,569.89,129000000,109.75,9,NA,NA,NA,NA,514.75
PSY109 36C 11 02 m-25.csv,10,PSY109 36C 11,Mito 9,Mito,Object,451,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.43,922.76,649.45,292900.19,66.51,NA,34,22.09,1.92,1,514.75
PSY109 36C 11 02 m-25.csv,17,PSY109 36C 11,Mito 16,Mito,Object,133,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.09,957.18,720.99,95891.37,84.12,NA,34.85,19.41,1.89,1,514.75
PSY109 36C 11 02 m-25.csv,18,PSY109 36C 11,Mito 17,Mito,Object,668,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.58,864.36,643.73,430012.31,72.05,NA,32.96,25.47,2.19,1,514.75
PSY109 36C 11 02 m-25.csv,24,PSY109 36C 11,Mito 23,Mito,Object,954,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.94,869.14,626.27,597461.06,78.35,NA,32.05,19.03,2.56,1,514.75
PSY109 36C 11 02 m-25.csv,25,PSY109 36C 11,Mito 24,Mito,Object,218,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.2,843.22,613.43,133728.75,84.02,NA,31.19,22.19,2.33,1,514.75
PSY109 36C 11 02 m-25.csv,26,PSY109 36C 11,Mito 25,Mito,Object,153,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.17,962.03,592.26,90615.32,101.03,NA,31.7,23.83,2.45,1,514.75
PSY109 36C 11 02 m-25.csv,30,PSY109 36C 11,Mito 29,Mito,Object,266,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.29,787.09,629.28,167387.27,52.31,NA,31.65,25.44,2.81,1,514.75
PSY109 36C 11 02 m-25.csv,39,PSY109 36C 11,Mito 38,Mito,Object,160,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.03,818.3,636.39,101822.48,87.45,NA,34.56,21,3.08,1,514.75
PSY109 36C 11 02 m-25.csv,43,PSY109 36C 11,Mito 42,Mito,Object,312,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.94,800.06,609.85,190271.94,75.51,NA,32.28,20.21,3.26,1,514.75
PSY109 36C 11 02 m-35.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,226443,269.63,221,1505,362.4,82063831,85.94,1e-6,16306.14,381.05,86286944,556.13,327.49,6230.37,569.89,129000000,109.75,9,NA,NA,NA,NA,514.75
PSY109 36C 11 02 m-35.csv,7,PSY109 36C 11,Mito 6,Mito,Object,537,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.1,1051.16,648.78,348396.59,71.48,NA,34,22.09,1.92,1,514.75
PSY109 36C 11 02 m-35.csv,16,PSY109 36C 11,Mito 15,Mito,Object,158,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.09,1019.99,717.25,113325.55,87.53,NA,34.86,19.41,1.9,1,514.75
PSY109 36C 11 02 m-35.csv,17,PSY109 36C 11,Mito 16,Mito,Object,759,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.58,864.36,642.61,487739.62,72.62,NA,32.96,25.47,2.16,1,514.75
PSY109 36C 11 02 m-35.csv,20,PSY109 36C 11,Mito 19,Mito,Object,1089,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.94,897.72,624.11,679655.75,79.38,NA,32.02,19.05,2.56,1,514.75
PSY109 36C 11 02 m-35.csv,21,PSY109 36C 11,Mito 20,Mito,Object,258,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.2,843.22,606.73,156537.41,83.17,NA,31.19,22.2,2.34,1,514.75
PSY109 36C 11 02 m-35.csv,22,PSY109 36C 11,Mito 21,Mito,Object,166,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.17,962.03,593.6,98537.86,103.42,NA,31.7,23.83,2.44,1,514.75
PSY109 36C 11 02 m-35.csv,27,PSY109 36C 11,Mito 26,Mito,Object,303,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.51,789.78,628.68,190488.67,54.15,NA,31.66,25.43,2.84,1,514.75
PSY109 36C 11 02 m-35.csv,37,PSY109 36C 11,Mito 36,Mito,Object,192,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.03,853.32,637.95,122486.48,90.46,NA,34.55,21,3.07,1,514.75
PSY109 36C 11 02 m-35.csv,42,PSY109 36C 11,Mito 41,Mito,Object,358,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.94,855.81,612.14,219145.03,78.26,NA,32.28,20.21,3.24,1,514.75
PSY109 36C 11 02 m-50.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,226443,269.63,221,1505,362.4,82063831,85.94,1e-6,16306.14,381.05,86286944,556.13,327.49,6230.37,569.89,129000000,109.75,8,NA,NA,NA,NA,514.75
PSY109 36C 11 02 m-50.csv,11,PSY109 36C 11,Mito 10,Mito,Object,207,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.58,1019.99,703.14,145549.55,85.73,NA,34.85,19.39,1.94,1,514.75
PSY109 36C 11 02 m-50.csv,16,PSY109 36C 11,Mito 15,Mito,Object,919,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.58,864.93,641.52,589557.19,74.43,NA,32.96,25.47,2.15,1,514.75
PSY109 36C 11 02 m-50.csv,21,PSY109 36C 11,Mito 20,Mito,Object,1426,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.94,905.8,621.1,885691.25,81.71,NA,32,19.06,2.57,1,514.75
PSY109 36C 11 02 m-50.csv,22,PSY109 36C 11,Mito 21,Mito,Object,318,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.51,843.22,603.01,191758.59,85.14,NA,31.19,22.19,2.34,1,514.75
PSY109 36C 11 02 m-50.csv,23,PSY109 36C 11,Mito 22,Mito,Object,199,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.17,962.03,597.24,118850.92,104.74,NA,31.7,23.83,2.47,1,514.75
PSY109 36C 11 02 m-50.csv,24,PSY109 36C 11,Mito 23,Mito,Object,376,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.08,789.78,623.93,234598.94,58.08,NA,31.64,25.43,2.82,1,514.75
PSY109 36C 11 02 m-50.csv,37,PSY109 36C 11,Mito 36,Mito,Object,459,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.94,891.59,612.41,281095.66,82.74,NA,32.28,20.2,3.21,1,514.75
PSY109 36C 11 02 m-50.csv,38,PSY109 36C 11,Mito 37,Mito,Object,946,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.8,1052.49,643.94,609166.5,77.09,NA,34.15,21.8,2.2,1,514.75
PSY109 36C 11 03 m-25.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,219891,261.82,246,1624,409.3,90000289,107.58,3.71,20647.62,436.4,95960784,743.89,305.89,1867.98,563.79,124000000,75.8,5,NA,NA,NA,NA,514.75
PSY109 36C 11 03 m-25.csv,28,PSY109 36C 11,Mito 27,Mito,Object,2041,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.89,1184.96,652.97,1332706,99.54,NA,36.93,40.63,2.56,1,514.75
PSY109 36C 11 03 m-25.csv,34,PSY109 36C 11,Mito 33,Mito,Object,149,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.78,827.53,639.02,95214.06,88.61,NA,40.52,42.28,2.88,1,514.75
PSY109 36C 11 03 m-25.csv,40,PSY109 36C 11,Mito 39,Mito,Object,1062,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.55,1403.25,665.69,706961.06,105.46,NA,41.93,41.6,2.12,1,514.75
PSY109 36C 11 03 m-25.csv,45,PSY109 36C 11,Mito 44,Mito,Object,123,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.09,770.77,561.95,69119.24,69.55,NA,37.72,41.82,3.2,1,514.75
PSY109 36C 11 03 m-25.csv,46,PSY109 36C 11,Mito 45,Mito,Object,1116,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.53,833.11,595.3,664351.88,74,NA,37.33,42.73,2.6,1,514.75
PSY109 36C 11 03 m-35.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,219891,261.82,246,1624,409.3,90000289,107.58,3.71,20647.62,436.4,95960784,743.89,305.89,1867.98,563.79,124000000,75.8,5,NA,NA,NA,NA,514.75
PSY109 36C 11 03 m-35.csv,30,PSY109 36C 11,Mito 29,Mito,Object,2324,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.89,1184.96,649.37,1509128.63,99.94,NA,36.92,40.65,2.56,1,514.75
PSY109 36C 11 03 m-35.csv,31,PSY109 36C 11,Mito 30,Mito,Object,175,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.04,827.53,633.49,110861.05,88.85,NA,40.51,42.27,2.86,1,514.75
PSY109 36C 11 03 m-35.csv,39,PSY109 36C 11,Mito 38,Mito,Object,1208,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.95,1403.25,662.57,800387.44,103.3,NA,41.95,41.6,2.13,1,514.75
PSY109 36C 11 03 m-35.csv,43,PSY109 36C 11,Mito 42,Mito,Object,138,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.09,770.77,567.55,78322.58,72.69,NA,37.73,41.82,3.19,1,514.75
PSY109 36C 11 03 m-35.csv,44,PSY109 36C 11,Mito 43,Mito,Object,1237,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.53,833.11,596.36,737699.44,74.77,NA,37.32,42.74,2.61,1,514.75
PSY109 36C 11 03 m-50.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,219891,261.82,246,1624,409.3,90000289,107.58,3.71,20647.62,436.4,95960784,743.89,305.89,1867.98,563.79,124000000,75.8,5,NA,NA,NA,NA,514.75
PSY109 36C 11 03 m-50.csv,30,PSY109 36C 11,Mito 29,Mito,Object,2965,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.15,1184.96,643.83,1908942.25,99.03,NA,36.91,40.67,2.55,1,514.75
PSY109 36C 11 03 m-50.csv,31,PSY109 36C 11,Mito 30,Mito,Object,225,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.39,827.53,625.47,140729.77,87.14,NA,40.5,42.26,2.84,1,514.75
PSY109 36C 11 03 m-50.csv,41,PSY109 36C 11,Mito 40,Mito,Object,1525,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.95,1403.25,656.32,1000887.69,99.32,NA,41.98,41.6,2.13,1,514.75
PSY109 36C 11 03 m-50.csv,42,PSY109 36C 11,Mito 41,Mito,Object,178,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.09,770.77,570.37,101525.24,71.47,NA,37.74,41.82,3.19,1,514.75
PSY109 36C 11 03 m-50.csv,43,PSY109 36C 11,Mito 42,Mito,Object,1560,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.75,848.74,598.54,933723.38,76.03,NA,37.33,42.75,2.6,1,514.75
PSY109 36C 11 04 m-25.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,117264,139.63,227,2765,489.75,57429914,239.21,1e-6,27139.41,538.36,63129976,1052.94,323.23,2376.58,553.62,64919684,70.74,2,NA,NA,NA,NA,514.75
PSY109 36C 11 04 m-25.csv,3,PSY109 36C 11,Mito 2,Mito,Object,638,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.61,2376.58,769.85,491166.81,309.04,NA,65.51,60.44,1.86,1,514.75
PSY109 36C 11 04 m-25.csv,12,PSY109 36C 11,Mito 11,Mito,Object,3024,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.04,939.24,618.71,1870992.12,73.86,NA,63.33,61.35,2.46,1,514.75
PSY109 36C 11 04 m-35.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,117264,139.63,227,2765,489.75,57429914,239.21,1e-6,27139.41,538.36,63129976,1052.94,323.23,2376.58,553.62,64919684,70.74,2,NA,NA,NA,NA,514.75
PSY109 36C 11 04 m-35.csv,3,PSY109 36C 11,Mito 2,Mito,Object,741,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.03,2376.58,756.65,560674.38,295.08,NA,65.5,60.44,1.83,1,514.75
PSY109 36C 11 04 m-35.csv,34,PSY109 36C 11,Mito 33,Mito,Object,3494,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.04,945.53,615.17,2149403.25,75.01,NA,63.33,61.34,2.48,1,514.75
PSY109 36C 11 04 m-50.csv,1,PSY109 36C 11,ROIs 1,ROIs,Object,117264,139.63,227,2765,489.75,57429914,239.21,1e-6,27139.41,538.36,63129976,1052.94,323.23,2376.58,553.62,64919684,70.74,3,NA,NA,NA,NA,514.75
PSY109 36C 11 04 m-50.csv,8,PSY109 36C 11,Mito 7,Mito,Object,5498,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.04,2376.58,631.01,3469269,139.51,NA,63.73,61.16,2.38,1,514.75
PSY109 36C 11 04 m-50.csv,9,PSY109 36C 11,Mito 8,Mito,Object,20,0.0238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.7,667.88,590.36,11807.13,33.66,NA,66.09,60.28,1.2,1,514.75
PSY109 36C 11 04 m-50.csv,26,PSY109 36C 11,Mito 25,Mito,Object,28,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.13,679.52,622.96,17443,33.5,NA,63.54,60.96,2.1,1,514.75
