filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))","Min (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))"
GTY029 II 25C 04 m-50.csv,Mito 11,12,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.27,1634.08,1058.04,167170.34,184.67,NA,NA,NA,NA,NA,65.46,18.71,1.78,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 04 m-50.csv,Mito 29,30,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.9,1222.32,851.49,88554.73,167.32,NA,NA,NA,NA,NA,64.27,18.78,3.89,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-25.csv,ROIs 1,1,173.78,474,1007,721.02,105000000,79.43,216,2273,413.6,60364675,185.32,254.79,2478.28,744,109000000,206.53,1e-6,11988.25,435.31,63533736,545.05,NA,NA,NA,GTY029 II 25C,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-25.csv,Mito 3,4,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.16,1590.62,1034.83,2299386.75,171.48,NA,NA,NA,NA,NA,51.18,31.3,0.832,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-25.csv,Mito 5,6,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877.4,1359.67,1074.71,149385.23,97.39,NA,NA,NA,NA,NA,52.97,32.59,1.38,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-25.csv,Mito 16,17,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.39,1943.79,1142.15,1296340.63,302.46,NA,NA,NA,NA,NA,49.74,32.93,2.32,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-25.csv,Mito 29,30,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.89,1928.19,993.64,264307.09,299.38,NA,NA,NA,NA,NA,51.08,31.69,3.57,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-35.csv,ROIs 1,1,173.78,474,1007,721.02,105000000,79.43,216,2273,413.6,60364675,185.32,254.79,2478.28,744,109000000,206.53,1e-6,11988.25,435.31,63533736,545.05,NA,NA,NA,GTY029 II 25C,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-35.csv,Mito 3,4,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.52,1928.19,1012.53,2987978.25,192.76,NA,NA,NA,NA,NA,51.16,31.35,1.18,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-35.csv,Mito 14,15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.04,1359.67,1065.25,178962.09,99.75,NA,NA,NA,NA,NA,52.97,32.59,1.36,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-35.csv,Mito 19,20,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.55,1943.79,1107.88,1503393.13,304.86,NA,NA,NA,NA,NA,49.76,32.94,2.3,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-50.csv,ROIs 1,1,173.78,474,1007,721.02,105000000,79.43,216,2273,413.6,60364675,185.32,254.79,2478.28,744,109000000,206.53,1e-6,11988.25,435.31,63533736,545.05,NA,NA,NA,GTY029 II 25C,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-50.csv,Mito 12,13,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794.93,1359.67,1053.19,258032.58,110.02,NA,NA,NA,NA,NA,52.96,32.58,1.39,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-50.csv,Mito 15,16,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.04,1943.79,1065.26,1925997.38,300.35,NA,NA,NA,NA,NA,49.79,32.95,2.26,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-50.csv,Mito 32,33,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.82,618.54,522.4,24552.76,41.23,NA,NA,NA,NA,NA,50.38,31.38,4.07,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 05 m-50.csv,Mito 33,34,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.66,1928.19,934.09,4161371.75,226.62,NA,NA,NA,NA,NA,51.16,31.36,1.57,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-25.csv,ROIs 1,1,215.54,443,1493,703.2,127000000,90.94,213,1377,359.49,65074741,100.12,275.37,7450.07,714.23,129000000,234.78,1e-6,14440.42,375.45,67964104,453.21,NA,NA,NA,GTY029 II 25C,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-25.csv,Mito 6,7,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.58,1445.75,921.18,477171.34,187.15,NA,NA,NA,NA,NA,37.88,52.26,1.08,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-25.csv,Mito 9,10,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.63,1598,965.48,795557.25,182.59,NA,NA,NA,NA,NA,38.95,50.02,1.36,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-25.csv,Mito 12,13,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.8,2931.97,1054.6,1549211.38,229.14,NA,NA,NA,NA,NA,41.94,50.01,2.35,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-35.csv,ROIs 1,1,215.54,443,1493,703.2,127000000,90.94,213,1377,359.49,65074741,100.12,275.37,7450.07,714.23,129000000,234.78,1e-6,14440.42,375.45,67964104,453.21,NA,NA,NA,GTY029 II 25C,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-35.csv,Mito 4,5,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.29,686.9,623.26,13088.38,20.74,NA,NA,NA,NA,NA,37.9,51.07,0.171,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-35.csv,Mito 6,7,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.58,1445.75,900.32,598713.25,185.57,NA,NA,NA,NA,NA,37.86,52.23,1.05,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-35.csv,Mito 10,11,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.79,3304.25,1046.67,1822255.38,242.06,NA,NA,NA,NA,NA,41.96,49.97,2.3,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-35.csv,Mito 11,12,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.76,1598,944.48,939757.5,184.61,NA,NA,NA,NA,NA,38.91,50.04,1.31,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-50.csv,ROIs 1,1,215.54,443,1493,703.2,127000000,90.94,213,1377,359.49,65074741,100.12,275.37,7450.07,714.23,129000000,234.78,1e-6,14440.42,375.45,67964104,453.21,NA,NA,NA,GTY029 II 25C,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-50.csv,Mito 8,9,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.79,3304.25,1022.36,2452632.75,246.04,NA,NA,NA,NA,NA,41.99,49.93,2.24,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-50.csv,Mito 9,10,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.69,1619.09,898.2,1328440,196.02,NA,NA,NA,NA,NA,38.81,50.13,1.2,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 06 m-50.csv,Mito 20,21,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.58,1445.75,883.19,871710.75,181.68,NA,NA,NA,NA,NA,37.84,52.18,1.04,GTY029 II 25C,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-25.csv,ROIs 1,1,156.9,458,1059,641.01,84469030,67.44,208,1738,345.6,45541688,107.8,287.82,5117.3,656.06,86452856,176.72,19.25,12113.74,364.2,47992764,487.99,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-25.csv,Mito 17,18,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.29,1233.58,998.24,83851.97,98.65,NA,NA,NA,NA,NA,6.66,23.38,1.47,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-25.csv,Mito 27,28,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.76,5117.3,1098.6,1633614.87,416.87,NA,NA,NA,NA,NA,9.05,22.97,2.88,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-25.csv,Mito 36,37,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.36,1128.7,983.12,22611.84,118.23,NA,NA,NA,NA,NA,8.4,23.41,4.04,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-25.csv,Mito 37,38,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626.4,1375.92,967.11,179882.53,166.79,NA,NA,NA,NA,NA,7.74,24.09,3.72,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-35.csv,ROIs 1,1,156.9,458,1059,641.01,84469030,67.44,208,1738,345.6,45541688,107.8,287.82,5117.3,656.06,86452856,176.72,19.25,12113.74,364.2,47992764,487.99,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-35.csv,Mito 16,17,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783.28,1242.74,1007.31,105767.38,105.26,NA,NA,NA,NA,NA,6.66,23.39,1.53,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-35.csv,Mito 25,26,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.43,5117.3,1084.66,1886227.25,413.78,NA,NA,NA,NA,NA,9.02,22.96,2.9,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-35.csv,Mito 34,35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626.4,1375.92,968.74,284809.28,159.25,NA,NA,NA,NA,NA,7.83,24.01,3.76,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-50.csv,ROIs 1,1,156.9,458,1059,641.01,84469030,67.44,208,1738,345.6,45541688,107.8,287.82,5117.3,656.06,86452856,176.72,19.25,12113.74,364.2,47992764,487.99,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-50.csv,Mito 14,15,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707.76,1301.55,1006.38,167059.69,119.9,NA,NA,NA,NA,NA,6.66,23.41,1.53,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 01 m-50.csv,Mito 29,30,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.48,5117.3,1037.47,2798058,377.5,NA,NA,NA,NA,NA,8.78,23.14,3.09,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-25.csv,ROIs 1,1,242.77,451,995,692.14,141000000,84.01,219,1758,384.41,78377521,128.55,270.45,2347.62,696.36,142000000,186.33,1e-6,18930.06,402.32,82029440,605.07,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-25.csv,Mito 1,2,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.7,976.06,822.63,71568.62,74.52,NA,NA,NA,NA,NA,14.86,32.25,0.624,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-25.csv,Mito 6,7,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.42,1088.8,862.22,135368.48,84.61,NA,NA,NA,NA,NA,17.11,30.32,1.03,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-25.csv,Mito 23,24,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.8,1723.51,1013.55,2289618,217.26,NA,NA,NA,NA,NA,16.66,33.98,1.97,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-25.csv,Mito 29,30,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.09,1803.72,813.6,859160.63,171.66,NA,NA,NA,NA,NA,16.97,30.77,3.48,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-35.csv,ROIs 1,1,242.77,451,995,692.14,141000000,84.01,219,1758,384.41,78377521,128.55,270.45,2347.62,696.36,142000000,186.33,1e-6,18930.06,402.32,82029440,605.07,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-35.csv,Mito 1,2,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.7,990.88,820.4,90244.41,78.77,NA,NA,NA,NA,NA,14.86,32.25,0.627,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-35.csv,Mito 7,8,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.92,1088.8,855.79,152330.48,85.58,NA,NA,NA,NA,NA,17.11,30.34,1.02,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-35.csv,Mito 20,21,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.8,1723.51,999.98,2617941,218.48,NA,NA,NA,NA,NA,16.69,33.96,1.94,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-35.csv,Mito 27,28,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.09,1803.72,813.05,995983.56,174.57,NA,NA,NA,NA,NA,16.97,30.78,3.49,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-50.csv,ROIs 1,1,242.77,451,995,692.14,141000000,84.01,219,1758,384.41,78377521,128.55,270.45,2347.62,696.36,142000000,186.33,1e-6,18930.06,402.32,82029440,605.07,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-50.csv,Mito 1,2,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.7,1283.51,823.04,144855.09,112.2,NA,NA,NA,NA,NA,14.85,32.25,0.607,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-50.csv,Mito 7,8,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644.36,1397.22,851.93,212982.95,116.72,NA,NA,NA,NA,NA,17.1,30.34,0.996,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-50.csv,Mito 21,22,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.25,1723.51,981.16,3249598.75,220.59,NA,NA,NA,NA,NA,16.72,33.93,1.92,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 02 m-50.csv,Mito 23,24,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.09,1803.72,814.6,1279743.88,181.66,NA,NA,NA,NA,NA,16.98,30.78,3.49,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-25.csv,ROIs 1,1,179.61,469,1287,687.68,104000000,84.7,215,1616,362.53,54684605,139.02,277.4,7313.52,699.03,105000000,218.41,1e-6,12651.98,378.37,57073796,575.64,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-25.csv,Mito 22,23,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,784.87,1609.45,1176.11,101145.15,189.26,NA,NA,NA,NA,NA,20.37,29.57,2.1,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-25.csv,Mito 31,32,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.94,7313.52,1329.74,2932087,719.97,NA,NA,NA,NA,NA,23.4,28.51,2.26,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-35.csv,ROIs 1,1,179.61,469,1287,687.68,104000000,84.7,215,1616,362.53,54684605,139.02,277.4,7313.52,699.03,105000000,218.41,1e-6,12651.98,378.37,57073796,575.64,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-35.csv,Mito 19,20,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,784.87,1609.45,1164.55,116454.67,193.15,NA,NA,NA,NA,NA,20.37,29.56,2.11,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-35.csv,Mito 29,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.19,7313.52,1289.61,3253686.5,690.63,NA,NA,NA,NA,NA,23.4,28.51,2.25,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-50.csv,ROIs 1,1,179.61,469,1287,687.68,104000000,84.7,215,1616,362.53,54684605,139.02,277.4,7313.52,699.03,105000000,218.41,1e-6,12651.98,378.37,57073796,575.64,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-50.csv,Mito 17,18,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725.63,1609.45,1149.99,143748.67,205.88,NA,NA,NA,NA,NA,20.38,29.57,2.11,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 03 m-50.csv,Mito 22,23,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.71,7313.52,1230.59,3838206.75,649.1,NA,NA,NA,NA,NA,23.37,28.5,2.24,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 04 m-25.csv,ROIs 1,1,241.52,490,1203,742.25,151000000,90.72,225,2280,445.71,90407739,177.04,287.8,7469.01,749.35,152000000,223.2,1e-6,29616.92,464.73,94265824,842.24,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 04 m-25.csv,Mito 19,20,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691.94,1497.64,1033.56,716260.38,124.2,NA,NA,NA,NA,NA,58.4,50,1.6,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 04 m-25.csv,Mito 21,22,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.6,3046.98,1038.43,4326104,193.57,NA,NA,NA,NA,NA,59.87,47.19,2.52,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 04 m-35.csv,ROIs 1,1,241.52,490,1203,742.25,151000000,90.72,225,2280,445.71,90407739,177.04,287.8,7469.01,749.35,152000000,223.2,1e-6,29616.92,464.73,94265824,842.24,NA,NA,NA,GTY029 II 25C 10,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 04 m-35.csv,Mito 24,25,0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691.94,1497.64,1032.05,863827.56,126.58,NA,NA,NA,NA,NA,58.41,50,1.57,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 10 04 m-35.csv,Mito 26,27,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.6,3046.98,1034.26,4870325.5,196.16,NA,NA,NA,NA,NA,59.87,47.18,2.47,GTY029 II 25C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
